unit	cluster	hap1	hap2	purity	score
211	0	30	0	1.0000	282.1732
134	0	0	23	1.0000	250.7310
1270	1	24	0	1.0000	340.0680
1466	0	14	19	0.5758	47.6156
760	1	1	31	0.9688	162.0110
927	0	0	21	1.0000	247.5144
1248	2	17	13	0.5667	2484.9854
564	1	19	9	0.6786	66.6244
740	1	22	1	0.9565	64.6212
1047	1	24	3	0.8889	73.6410
1404	0	20	1	0.9524	254.4615
1581	0	20	2	0.9091	107.8532
365	0	0	33	1.0000	0.0000
1081	0	24	1	0.9600	256.6970
471	0	22	3	0.8800	64.1988
33	0	29	1	0.9667	419.5273
1635	0	0	37	1.0000	0.0000
422	1	13	13	0.5000	37.6632
665	0	0	21	1.0000	176.4641
1898	0	23	15	0.6053	0.0000
560	0	0	25	1.0000	177.8484
714	1	0	18	1.0000	247.1030
1800	0	20	14	0.5882	0.0000
1341	0	23	21	0.5227	0.0000
1283	1	1	21	0.9545	76.3980
376	1	1	27	0.9643	418.5149
607	1	23	2	0.9200	248.3267
631	0	27	29	0.5179	0.0000
661	0	11	21	0.6562	38.9289
674	1	1	32	0.9697	222.5747
557	0	2	27	0.9310	132.6239
1309	0	32	0	1.0000	292.7306
1293	1	0	18	1.0000	221.7679
727	1	13	16	0.5517	52.5299
19	0	15	13	0.5357	44.2832
590	1	15	14	0.5172	82.5900
1018	1	25	0	1.0000	177.8698
397	0	0	25	1.0000	0.0000
918	0	24	28	0.5385	0.0000
558	0	10	17	0.6296	68.4389
322	0	22	12	0.6471	40.9863
488	0	31	2	0.9394	234.0300
713	0	31	0	1.0000	160.0180
348	0	0	25	1.0000	167.7749
951	0	23	5	0.8214	58.3177
1284	0	2	27	0.9310	82.4114
744	0	25	0	1.0000	278.7245
569	0	1	25	0.9615	140.0456
623	0	1	24	0.9600	77.5330
740	0	3	26	0.8966	64.6212
484	1	25	0	1.0000	255.7834
796	0	32	21	0.6038	0.0000
846	1	0	16	1.0000	58.9111
632	0	12	8	0.6000	84.8133
521	0	13	11	0.5417	58.9716
272	1	29	3	0.9062	207.9522
897	1	0	28	1.0000	278.2355
418	1	0	29	1.0000	187.0800
1598	0	0	34	1.0000	0.0000
394	0	28	0	1.0000	212.8053
543	2	1	36	0.9730	597.0754
178	0	29	0	1.0000	123.2989
1093	0	0	28	1.0000	0.0000
1532	0	0	30	1.0000	117.2201
1569	1	4	14	0.7778	126.2556
1279	1	1	26	0.9630	77.5165
710	1	0	25	1.0000	247.6513
1395	0	16	0	1.0000	0.0000
538	1	12	19	0.6129	49.9971
472	0	20	5	0.8000	86.9569
20	1	11	10	0.5238	37.9839
1267	0	0	16	1.0000	0.0000
409	1	25	0	1.0000	196.8200
159	0	21	6	0.7778	94.0945
1433	1	1	16	0.9412	136.7607
1500	0	19	6	0.7600	69.1112
1200	1	4	27	0.8710	92.5044
996	1	24	0	1.0000	352.0094
138	1	0	33	1.0000	179.2600
579	1	23	0	1.0000	129.3203
139	1	0	33	1.0000	190.7508
645	0	30	34	0.5312	0.0000
102	1	20	5	0.8000	77.8363
1352	1	0	21	1.0000	249.2931
1652	1	0	24	1.0000	234.2436
1674	0	0	18	1.0000	256.7851
1545	0	29	0	1.0000	0.0000
794	0	10	22	0.6875	36.7725
1229	1	15	18	0.5455	45.7815
719	0	2	25	0.9259	286.3196
1026	0	0	24	1.0000	214.1963
726	0	13	10	0.5652	55.4082
325	1	10	10	0.5000	54.5661
1565	0	43	0	1.0000	282.4436
1539	1	17	0	1.0000	176.8159
592	1	34	0	1.0000	135.9814
773	0	0	25	1.0000	299.7433
1147	0	0	25	1.0000	0.0000
266	0	0	27	1.0000	194.0429
731	1	32	0	1.0000	180.4293
264	0	34	0	1.0000	0.0000
1488	0	27	0	1.0000	175.2556
1592	1	24	10	0.7059	89.4697
220	0	12	18	0.6000	42.8760
1698	0	18	15	0.5455	72.4267
1513	1	16	17	0.5152	55.4881
150	3	13	7	0.6500	1440.4547
802	0	19	0	1.0000	0.0000
1123	0	41	31	0.5694	0.0000
1178	1	23	2	0.9200	106.9122
1569	2	7	11	0.6111	126.2556
164	0	10	10	0.5000	40.8401
1580	1	31	0	1.0000	162.2293
677	1	2	21	0.9130	48.9574
1070	0	9	8	0.5294	83.8488
1515	0	31	0	1.0000	210.3215
302	0	0	30	1.0000	154.7883
1703	1	2	23	0.9200	119.1002
1492	1	26	3	0.8966	53.3011
1627	0	25	0	1.0000	0.0000
308	1	0	20	1.0000	203.1324
551	1	12	11	0.5217	57.3233
576	0	20	0	1.0000	110.4550
1860	0	19	18	0.5135	0.0000
841	1	2	47	0.9592	3458.8883
1258	1	21	0	1.0000	556.0022
1494	0	0	26	1.0000	285.1020
1043	0	16	3	0.8421	65.5226
1436	0	29	0	1.0000	0.0000
1630	0	22	0	1.0000	0.0000
1770	0	0	29	1.0000	0.0000
1095	1	7	11	0.6111	45.6410
1932	1	3	6	0.6667	170.3324
593	0	12	8	0.6000	46.0897
818	0	6	24	0.8000	87.8292
582	0	16	6	0.7273	66.6998
1631	0	22	0	1.0000	0.0000
984	1	25	0	1.0000	294.8241
1805	0	14	0	1.0000	0.0000
1869	1	14	7	0.6667	54.3239
793	0	0	34	1.0000	175.0143
142	0	0	22	1.0000	266.6675
1474	1	9	11	0.5500	41.8835
775	0	1	24	0.9600	112.8743
1435	0	26	0	1.0000	229.3720
1312	1	0	27	1.0000	321.2345
441	0	18	31	0.6327	75.7280
704	0	33	0	1.0000	0.0000
188	1	18	1	0.9474	176.5975
520	2	6	10	0.6250	395.7568
1360	1	0	25	1.0000	135.9124
864	1	13	9	0.5909	34.7886
1470	1	0	31	1.0000	200.4877
836	0	2	29	0.9355	137.5080
1049	1	0	28	1.0000	214.3492
305	0	26	0	1.0000	0.0000
706	0	28	0	1.0000	248.1584
1660	1	0	26	1.0000	226.8194
1620	0	12	5	0.7059	58.6487
1071	1	0	17	1.0000	179.5958
909	1	17	4	0.8095	118.0219
801	0	16	0	1.0000	0.0000
1423	0	18	1	0.9474	211.8906
101	0	11	14	0.5600	48.9273
942	1	34	1	0.9714	104.1806
320	0	29	17	0.6304	61.7757
618	1	10	11	0.5238	38.7414
1151	0	0	24	1.0000	272.7623
516	0	5	20	0.8000	63.0566
898	1	0	27	1.0000	257.9746
992	0	27	0	1.0000	266.9865
39	1	21	0	1.0000	196.4655
1020	1	33	10	0.7674	61.7360
1255	1	22	2	0.9167	104.8113
84	1	1	30	0.9677	283.7811
289	0	22	0	1.0000	0.0000
1094	0	19	0	1.0000	231.0720
1826	0	19	18	0.5135	0.0000
1184	0	26	26	0.5000	0.0000
426	1	12	16	0.5714	51.0765
1237	0	3	30	0.9091	118.4397
131	0	0	28	1.0000	0.0000
6	1	18	13	0.5806	34.4473
699	0	5	22	0.8148	80.6488
109	1	0	34	1.0000	199.6128
694	1	13	17	0.5667	46.2749
663	0	15	8	0.6522	52.6107
50	0	0	24	1.0000	0.0000
1672	0	8	10	0.5556	60.9047
864	0	17	12	0.5862	34.7886
161	1	8	23	0.7419	86.7707
262	0	0	33	1.0000	408.8803
187	1	18	0	1.0000	189.6405
1388	1	0	22	1.0000	265.9155
464	0	5	21	0.8077	86.9629
1095	0	15	11	0.5769	45.6410
920	0	2	25	0.9259	52.4435
435	1	0	25	1.0000	231.0879
384	1	24	0	1.0000	253.9054
1249	0	16	13	0.5517	36.9012
393	1	21	0	1.0000	111.9942
806	1	16	13	0.5517	50.1567
288	0	22	0	1.0000	0.0000
1744	0	0	31	1.0000	83.3406
624	0	13	16	0.5517	44.7560
1044	0	11	12	0.5217	44.0058
534	0	23	0	1.0000	136.0653
703	0	26	0	1.0000	0.0000
1318	0	17	5	0.7727	61.1172
693	1	11	7	0.6111	40.6134
798	1	5	17	0.7727	71.9958
1127	0	0	28	1.0000	219.4165
856	1	23	1	0.9583	229.0273
377	0	36	0	1.0000	429.4369
1001	0	33	21	0.6111	0.0000
1120	1	1	27	0.9643	307.4324
1050	0	22	0	1.0000	208.4520
1558	0	37	0	1.0000	0.0000
437	0	33	1	0.9706	252.4033
1601	0	16	0	1.0000	0.0000
1327	1	0	27	1.0000	274.8157
179	0	4	19	0.8261	71.8505
1656	0	10	21	0.6774	49.3722
1269	0	0	18	1.0000	0.0000
1375	0	28	0	1.0000	173.6784
1068	0	1	30	0.9677	103.4542
832	1	2	29	0.9355	76.7716
1804	0	14	0	1.0000	0.0000
1310	0	27	0	1.0000	178.0558
1097	0	4	27	0.8710	94.7988
1043	1	8	19	0.7037	65.5226
1107	1	0	28	1.0000	163.6268
739	0	4	21	0.8400	73.3996
1228	0	27	1	0.9643	156.3509
108	1	26	0	1.0000	389.6419
1399	1	24	0	1.0000	135.6395
1254	1	11	15	0.5769	36.4447
573	0	24	0	1.0000	217.0660
598	1	26	0	1.0000	254.5051
939	0	2	28	0.9333	162.2233
177	1	0	26	1.0000	196.7534
1636	1	5	19	0.7917	1395.4496
598	0	0	21	1.0000	254.5051
1230	1	25	0	1.0000	96.7873
880	0	0	28	1.0000	102.9911
914	0	1	33	0.9706	258.2478
926	1	1	19	0.9500	130.1211
1552	1	0	23	1.0000	131.5856
1083	0	35	32	0.5224	0.0000
1103	0	7	14	0.6667	40.2033
1563	0	27	0	1.0000	992.9097
728	0	20	9	0.6897	46.0500
241	1	21	0	1.0000	181.2315
800	0	21	2	0.9130	109.2866
518	0	27	2	0.9310	78.9093
64	1	3	29	0.9062	96.9578
981	1	21	1	0.9545	257.6908
33	1	0	34	1.0000	419.5273
939	1	30	0	1.0000	162.2233
1319	1	27	1	0.9643	189.7902
931	1	17	8	0.6800	93.9038
780	0	26	7	0.7879	102.9239
83	0	28	17	0.6222	61.9265
1325	1	0	24	1.0000	254.5871
447	0	30	0	1.0000	189.6809
588	0	9	15	0.6250	58.0560
1661	1	23	0	1.0000	187.8922
1636	3	18	2	0.9000	1395.4496
859	0	30	0	1.0000	267.8344
553	1	1	24	0.9600	187.9879
1273	0	34	21	0.6182	0.0000
1549	0	28	0	1.0000	0.0000
1205	1	34	0	1.0000	217.6090
1539	0	0	30	1.0000	176.8159
1691	1	21	1	0.9545	54.5555
1324	1	0	21	1.0000	272.5779
141	1	0	25	1.0000	367.2083
180	1	8	9	0.5294	45.8388
819	1	12	9	0.5714	54.5962
160	1	26	0	1.0000	239.3782
223	1	26	1	0.9630	84.5730
1308	0	2	29	0.9355	144.7400
368	1	16	15	0.5161	69.5851
1708	0	24	1	0.9600	54.6017
1119	1	35	2	0.9459	192.8894
974	0	1	20	0.9524	62.5295
606	1	20	1	0.9524	224.5772
1152	0	0	22	1.0000	235.7548
1294	0	9	32	0.7805	294.0199
1525	0	25	2	0.9259	321.2831
74	0	10	16	0.6154	62.2887
1271	0	29	0	1.0000	64.4733
421	0	19	2	0.9048	103.2630
61	1	0	16	1.0000	189.1494
1345	1	21	22	0.5116	81.3434
943	0	28	2	0.9333	81.7012
390	1	0	30	1.0000	279.4341
1577	1	1	22	0.9565	129.7595
718	0	0	26	1.0000	304.3222
936	0	0	33	1.0000	258.7913
1143	1	28	0	1.0000	98.8957
1498	0	61	24	0.7176	4937.4704
1658	0	0	29	1.0000	0.0000
269	0	1	23	0.9583	121.2973
423	1	25	0	1.0000	198.7428
200	4	0	25	1.0000	3372.0492
113	1	20	12	0.6250	36.8328
343	0	3	23	0.8846	59.0335
638	0	32	0	1.0000	351.8891
656	0	25	29	0.5370	0.0000
1012	0	30	24	0.5556	0.0000
309	1	26	2	0.9286	196.6024
547	2	0	36	1.0000	649.2745
1691	0	1	21	0.9545	54.5555
1370	1	0	33	1.0000	205.8687
919	0	23	20	0.5349	0.0000
1259	0	23	0	1.0000	204.2588
313	1	0	23	1.0000	209.0952
893	1	11	16	0.5926	57.1930
435	0	23	1	0.9583	231.0879
1643	0	0	34	1.0000	0.0000
335	0	31	0	1.0000	64.9240
1582	0	22	2	0.9167	87.1151
247	0	7	10	0.5882	36.7214
988	0	0	22	1.0000	230.0440
1242	0	6	14	0.7000	52.7537
1295	0	30	0	1.0000	202.9003
992	1	0	25	1.0000	266.9865
86	1	38	1	0.9744	362.2954
1087	0	0	30	1.0000	0.0000
616	1	22	4	0.8462	165.9074
905	0	0	32	1.0000	0.0000
1411	1	0	22	1.0000	333.1453
57	0	11	15	0.5769	43.2314
135	1	20	0	1.0000	282.4477
1763	0	0	24	1.0000	283.1164
82	1	1	26	0.9630	138.9485
1857	0	20	18	0.5263	0.0000
900	1	0	34	1.0000	555.0743
1351	0	27	0	1.0000	309.8321
1207	1	28	0	1.0000	244.6417
1201	1	0	27	1.0000	218.3317
1717	0	0	33	1.0000	255.3831
44	0	26	26	0.5000	1311.5147
710	0	24	0	1.0000	247.6513
1504	0	32	0	1.0000	0.0000
1640	0	35	1	0.9722	158.6511
602	0	36	0	1.0000	325.2003
697	0	32	1	0.9697	1359.8404
941	0	6	21	0.7778	161.5992
25	0	0	19	1.0000	244.7704
723	0	31	0	1.0000	301.8319
318	2	1	22	0.9565	763.2707
1728	1	0	25	1.0000	306.1021
1226	1	2	25	0.9259	285.7974
1153	0	3	14	0.8235	86.8105
861	1	27	0	1.0000	182.3318
1893	0	15	20	0.5714	0.0000
29	0	16	15	0.5161	89.1943
497	1	22	2	0.9167	83.7802
1906	0	21	16	0.5676	55.1852
40	0	32	0	1.0000	446.4143
257	1	25	1	0.9615	99.5686
283	0	28	1	0.9655	183.4874
753	1	0	29	1.0000	294.1173
1775	0	28	0	1.0000	0.0000
1553	0	26	0	1.0000	194.5428
747	1	20	0	1.0000	175.9963
562	1	10	12	0.5455	45.6204
471	1	1	24	0.9600	64.1988
1224	0	0	34	1.0000	0.0000
1076	0	21	0	1.0000	0.0000
1404	1	0	34	1.0000	254.4615
725	1	22	2	0.9167	82.3943
1103	1	27	3	0.9000	40.2033
1641	0	37	0	1.0000	314.4686
771	0	1	31	0.9688	160.4077
526	0	0	30	1.0000	0.0000
420	1	21	0	1.0000	208.3874
434	1	0	24	1.0000	191.9884
347	0	1	25	0.9615	0.0000
1264	0	0	28	1.0000	0.0000
1472	1	21	1	0.9545	122.8066
184	0	30	0	1.0000	0.0000
468	1	1	22	0.9565	179.7054
1120	0	37	0	1.0000	307.4324
1538	1	16	0	1.0000	152.0170
923	0	26	19	0.5778	0.0000
797	0	18	15	0.5455	64.2902
1900	1	2	16	0.8889	81.7261
1476	0	9	9	0.5000	47.1347
667	1	11	10	0.5238	55.3534
1042	0	9	9	0.5000	47.8434
601	1	0	28	1.0000	193.1307
930	0	24	0	1.0000	281.1491
1766	0	5	19	0.7917	69.2123
1059	0	0	30	1.0000	0.0000
814	1	28	0	1.0000	257.4829
102	0	1	30	0.9677	77.8363
893	0	15	15	0.5000	57.1930
285	1	23	0	1.0000	204.7519
117	0	14	10	0.5833	44.6283
70	0	38	0	1.0000	0.0000
1015	1	31	0	1.0000	335.7450
1238	1	1	28	0.9655	137.6246
1424	1	0	27	1.0000	217.1455
1459	1	21	12	0.6364	48.5267
973	0	0	23	1.0000	293.4744
1682	0	5	11	0.6875	67.5567
514	1	8	10	0.5556	41.7768
1886	0	22	24	0.5217	0.0000
1505	0	33	0	1.0000	0.0000
609	1	16	17	0.5152	39.9881
1646	0	0	16	1.0000	180.8848
1417	0	35	0	1.0000	0.0000
96	1	16	5	0.7619	52.0475
1094	1	0	23	1.0000	231.0720
1597	0	0	38	1.0000	0.0000
162	1	26	0	1.0000	139.6750
1371	1	7	8	0.5333	41.3512
1208	1	1	15	0.9375	298.0216
221	1	12	15	0.5556	39.3378
241	0	0	30	1.0000	181.2315
1615	0	35	0	1.0000	285.3472
358	0	22	0	1.0000	312.7713
834	1	22	0	1.0000	194.3175
1225	0	0	27	1.0000	0.0000
1063	0	12	13	0.5200	60.9793
233	1	17	8	0.6800	37.0198
1874	0	17	19	0.5278	0.0000
752	1	29	2	0.9355	85.9199
1753	1	12	10	0.5455	455.9287
1498	1	14	17	0.5484	4937.4704
205	1	16	8	0.6667	48.9362
332	0	26	0	1.0000	0.0000
1381	1	33	0	1.0000	276.4799
895	0	15	20	0.5714	103.8816
1320	0	31	0	1.0000	123.1303
89	0	9	10	0.5263	66.6082
1457	0	21	0	1.0000	0.0000
295	1	23	22	0.5111	44.0226
466	0	21	4	0.8400	74.1938
302	1	21	2	0.9130	154.7883
1296	0	0	19	1.0000	216.3697
101	1	15	15	0.5000	48.9273
793	1	16	0	1.0000	175.0143
66	1	25	23	0.5208	71.6573
482	0	16	11	0.5926	39.1601
616	0	0	30	1.0000	165.9074
513	1	21	2	0.9130	73.8816
411	1	27	1	0.9643	263.2248
633	0	28	26	0.5185	0.0000
998	1	0	26	1.0000	237.0660
1823	0	18	18	0.5000	0.0000
314	1	0	23	1.0000	151.1328
455	2	1	24	0.9600	793.2184
1102	1	29	16	0.6444	157.3481
190	1	11	21	0.6562	100.0190
240	1	11	15	0.5769	50.9892
1696	0	44	0	1.0000	0.0000
983	0	36	0	1.0000	326.6190
678	0	10	14	0.5833	53.7674
584	0	23	29	0.5577	0.0000
1679	0	25	0	1.0000	344.1690
7	0	22	22	0.5000	0.0000
1248	1	27	25	0.5192	2484.9854
1854	0	11	12	0.5217	115.9202
1716	1	23	0	1.0000	324.2938
450	1	31	0	1.0000	321.8406
554	1	27	3	0.9000	79.0496
1526	1	29	1	0.9667	250.3985
1202	1	18	0	1.0000	277.9631
1282	1	13	5	0.7222	56.5399
1368	1	15	15	0.5000	53.5805
1017	0	13	16	0.5517	40.4793
791	1	2	26	0.9286	230.1690
666	1	1	23	0.9583	258.3651
1266	1	25	0	1.0000	211.7115
1240	0	11	31	0.7381	92.8818
1386	1	1	18	0.9474	209.1989
1231	0	30	0	1.0000	0.0000
682	0	20	0	1.0000	239.3228
1136	0	21	22	0.5116	0.0000
313	0	35	0	1.0000	209.0952
1497	0	26	0	1.0000	137.8042
1562	0	2	29	0.9355	93.8490
1321	1	33	0	1.0000	327.3611
1449	0	25	28	0.5283	0.0000
1519	1	13	15	0.5357	73.8975
693	0	15	19	0.5588	40.6134
603	1	18	9	0.6667	70.5080
650	1	0	32	1.0000	286.1986
696	0	3	26	0.8966	172.2507
1425	0	23	1	0.9583	44.6611
761	1	0	33	1.0000	178.3157
722	0	0	30	1.0000	278.1548
1244	1	24	1	0.9600	79.7738
473	1	10	11	0.5238	38.4662
1036	1	0	33	1.0000	162.5118
440	1	1	25	0.9615	170.9844
1438	0	15	13	0.5357	53.0246
1011	1	21	2	0.9130	153.2449
477	1	1	20	0.9524	199.6977
1714	0	1	26	0.9630	175.7784
36	0	0	31	1.0000	300.1597
1728	0	32	0	1.0000	306.1021
194	1	20	15	0.5714	58.5048
157	1	20	1	0.9524	239.5382
934	1	13	21	0.6176	60.3104
1085	0	24	13	0.6486	66.4146
1660	0	24	1	0.9600	226.8194
583	0	0	26	1.0000	229.7446
404	0	22	2	0.9167	125.9864
378	0	0	39	1.0000	382.1028
418	0	32	0	1.0000	187.0800
591	0	33	1	0.9706	62.2185
1705	0	30	2	0.9375	161.5493
1377	0	31	39	0.5571	0.0000
1666	0	0	21	1.0000	873.9503
1016	0	0	34	1.0000	350.3953
1648	1	14	10	0.5833	31.8267
117	1	19	18	0.5135	44.6283
1520	1	0	27	1.0000	631.6443
721	0	22	0	1.0000	0.0000
735	1	30	0	1.0000	318.5471
1235	0	0	28	1.0000	0.0000
273	0	1	25	0.9615	248.6712
1419	0	39	0	1.0000	0.0000
860	0	1	26	0.9630	89.5984
1291	0	28	0	1.0000	242.3826
723	1	0	31	1.0000	301.8319
169	1	24	25	0.5102	47.6786
442	0	21	0	1.0000	229.4612
1537	1	0	27	1.0000	284.0726
1692	1	1	22	0.9565	84.9976
1128	0	8	19	0.7037	66.6495
1548	0	27	0	1.0000	0.0000
853	1	6	18	0.7500	38.9852
155	1	0	37	1.0000	330.3314
1053	1	26	0	1.0000	312.5032
1084	1	5	27	0.8438	96.6989
87	1	4	26	0.8667	177.6085
1842	0	19	14	0.5758	0.0000
1189	0	27	0	1.0000	118.1765
23	1	29	0	1.0000	304.1017
406	1	0	24	1.0000	279.0244
112	0	24	0	1.0000	0.0000
1590	0	22	20	0.5238	41.0645
888	1	10	8	0.5556	34.1340
701	0	24	0	1.0000	0.0000
318	4	1	0	1.0000	763.2707
1352	0	36	0	1.0000	249.2931
354	0	0	27	1.0000	252.1247
999	1	0	37	1.0000	198.0037
1195	0	4	25	0.8621	174.5234
1007	0	0	31	1.0000	0.0000
384	0	0	31	1.0000	253.9054
546	2	0	28	1.0000	621.8635
124	1	0	25	1.0000	188.4989
1811	0	22	14	0.6111	0.0000
1656	1	14	4	0.7778	49.3722
787	0	27	0	1.0000	0.0000
807	0	1	19	0.9500	194.9785
1633	0	0	36	1.0000	0.0000
68	1	15	31	0.6739	92.4734
1307	0	29	24	0.5472	0.0000
1637	0	0	22	1.0000	0.0000
536	0	29	0	1.0000	310.5932
1831	0	10	6	0.6250	151.1698
1450	0	33	0	1.0000	246.9403
428	1	32	4	0.8889	66.0787
1684	0	29	0	1.0000	226.0688
602	1	2	32	0.9412	325.2003
995	0	25	0	1.0000	240.2797
504	0	0	28	1.0000	114.8791
1236	0	0	29	1.0000	417.7438
488	1	0	22	1.0000	234.0300
1765	1	27	1	0.9643	150.0695
1342	0	31	22	0.5849	0.0000
1035	0	8	11	0.5789	43.1517
425	0	0	28	1.0000	156.9553
429	1	5	29	0.8529	81.9586
561	0	30	0	1.0000	92.7130
108	0	0	32	1.0000	389.6419
1383	0	22	25	0.5319	0.0000
670	0	30	1	0.9677	201.5772
1140	1	0	30	1.0000	109.2084
648	0	21	21	0.5000	117.1414
1479	0	24	21	0.5333	0.0000
270	0	26	0	1.0000	231.2423
212	0	0	24	1.0000	240.4427
1424	0	22	0	1.0000	217.1455
1215	1	0	29	1.0000	314.8060
1408	0	31	0	1.0000	293.0599
337	0	0	31	1.0000	289.6944
1540	0	25	3	0.8929	159.8671
1933	0	9	9	0.5000	280.7751
871	1	14	11	0.5600	38.7159
540	1	19	0	1.0000	175.9237
1330	1	24	4	0.8571	70.7476
1134	0	1	23	0.9583	93.1456
1610	0	0	31	1.0000	0.0000
1256	0	21	22	0.5116	0.0000
1909	1	12	5	0.7059	36.9490
1216	0	32	1	0.9697	106.8075
573	1	0	26	1.0000	217.0660
525	0	12	17	0.5862	34.7010
982	1	1	23	0.9583	228.3189
1046	0	9	17	0.6538	34.4337
1496	1	30	0	1.0000	301.9174
1584	0	23	0	1.0000	0.0000
1735	0	9	16	0.6400	46.9934
1568	1	0	25	1.0000	289.3079
1105	1	0	25	1.0000	196.4126
1821	0	31	19	0.6200	0.0000
1292	0	32	0	1.0000	234.2503
867	0	0	34	1.0000	346.4894
482	1	11	10	0.5238	39.1601
1916	1	1	19	0.9500	61.3713
490	1	0	39	1.0000	285.2705
1428	0	38	30	0.5588	0.0000
1863	0	2	16	0.8889	48.8791
1185	0	20	1	0.9524	124.2971
1086	1	7	20	0.7407	85.3594
1848	0	11	11	0.5000	329.4988
908	1	7	35	0.8333	89.5228
1355	0	27	0	1.0000	185.1236
209	1	23	0	1.0000	251.5094
690	1	19	9	0.6786	50.9569
1367	1	23	0	1.0000	185.5766
394	1	1	22	0.9565	212.8053
971	0	28	0	1.0000	0.0000
1844	1	11	4	0.7333	39.1338
1546	0	28	0	1.0000	0.0000
783	0	23	0	1.0000	0.0000
1550	1	0	36	1.0000	365.1749
1928	1	12	3	0.8000	356.0444
625	0	20	2	0.9091	61.0402
1116	1	0	19	1.0000	220.9925
910	0	1	25	0.9615	178.7799
132	1	25	21	0.5435	59.9226
1300	0	18	0	1.0000	62.9949
1069	0	5	27	0.8438	96.0313
870	0	16	18	0.5294	42.0646
966	1	24	0	1.0000	236.2688
1648	0	11	14	0.5600	31.8267
272	0	1	23	0.9583	207.9522
146	0	0	39	1.0000	0.0000
1018	0	0	28	1.0000	177.8698
763	0	0	35	1.0000	235.4307
581	0	25	0	1.0000	316.8318
1614	1	22	2	0.9167	203.7068
1636	2	36	0	1.0000	1395.4496
565	0	25	0	1.0000	291.9717
1199	0	1	24	0.9600	163.1175
1141	1	34	0	1.0000	277.3100
1373	0	5	10	0.6667	52.8011
1326	0	11	12	0.5217	44.4796
204	1	24	19	0.5581	61.6015
1727	0	0	31	1.0000	0.0000
814	0	0	27	1.0000	257.4829
761	0	17	0	1.0000	178.3157
1867	0	16	21	0.5676	0.0000
